Time,E135,E140,E142,E161,E165,E167,E181,E235,E240,E242,E261,E265,E267,E281,E335,E340,ESH141A,ESH144A,ESH160A,ESH170,ESH171,ESH172,ESH173,ESH174,ESH175,ESH183,ESH184,ESH241A,ESH244A,ESH260A,ESH270,ESH271,ESH272,ESH273,ESH274,ESH275,ESH283,ESH284,ESH341A,ESH344A
2008-03-28 15:56:21.236000-07:00,24.80567551,24.80567551,0.0,0.014648661,0.14648661,0.14648661,0.0,25.05470276,25.04005432,0.0,0.0,0.219729915,0.219729915,0.014648661,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:21.736000-07:00,24.80567551,24.80567551,0.0,0.014648661,0.14648661,0.073243305,0.0,25.05470276,25.05470276,0.014648661,0.0,0.219729915,0.219729915,0.014648661,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:22.236000-07:00,24.80567551,24.80567551,0.014648661,0.014648661,0.14648661,0.073243305,0.0,25.05470276,25.05470276,0.014648661,0.0,0.219729915,0.14648661,0.014648661,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:22.736000-07:00,24.80567551,24.80567551,0.029297322,0.014648661,0.14648661,0.073243305,0.0,25.04005432,25.04005432,0.014648661,0.0,0.219729915,0.219729915,0.0,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:23.236000-07:00,24.80567551,24.80567551,0.014648661,0.014648661,0.14648661,0.073243305,0.0,25.05470276,25.05470276,0.0,0.0,0.219729915,0.14648661,0.0,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:23.736000-07:00,24.80567551,24.80567551,0.029297322,0.014648661,0.14648661,0.14648661,0.0,25.05470276,25.04005432,0.014648661,0.0,0.219729915,0.219729915,0.014648661,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:24.236000-07:00,24.80567551,24.80567551,0.0,0.029297322,0.073243305,0.14648661,0.0,25.05470276,25.04005432,0.0,0.0,0.219729915,0.219729915,0.014648661,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:24.736000-07:00,24.80567551,24.80567551,0.0,0.014648661,0.073243305,0.073243305,0.0,25.05470276,25.04005432,0.0,0.0,0.219729915,0.219729915,0.014648661,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:25.252000-07:00,24.80567551,24.82032585,0.0,0.014648661,0.14648661,0.073243305,0.0,25.05470276,25.04005432,0.0,0.0,0.29297322,0.219729915,0.014648661,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-28 15:56:25.736000-07:00,24.82032585,24.80567551,0.014648661,0.014648661,0.14648661,0.073243305,0.0,25.05470276,25.04005432,0.029297322,0.0,0.29297322,0.219729915,0.014648661,23.73632431,23.72167587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
