Time,E135,E140,E142,E161,E165,E167,E181,E235,E240,E242,E261,E265,E267,E281,E335,E340,ESH141A,ESH144A,ESH160A,ESH170,ESH171,ESH172,ESH173,ESH174,ESH175,ESH183,ESH184,ESH241A,ESH244A,ESH260A,ESH270,ESH271,ESH272,ESH273,ESH274,ESH275,ESH283,ESH284,ESH341A,ESH344A
2007-07-31 15:17:33.256000-07:00,26.28610611,26.27145767,0.029297322,0.014648661,0.073243305,0.073243305,0.0,25.09864998,25.0693531,0.029297322,1.347676873,0.219729915,0.219729915,1.333028197,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:33.756000-07:00,26.28610611,26.27145767,0.014648661,0.014648661,0.073243305,0.073243305,0.014648661,25.08400154,25.0693531,0.029297322,1.333028197,0.219729915,0.219729915,1.318379521,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:34.256000-07:00,26.28610611,26.28610611,0.0,0.0,0.073243305,0.14648661,0.014648661,25.08400154,25.0693531,0.0,1.303730845,0.219729915,0.219729915,1.303730845,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:34.756000-07:00,26.28610611,26.28610611,0.0,0.014648661,0.14648661,0.073243305,0.0,25.08400154,25.08400154,0.014648661,1.303730845,0.219729915,0.219729915,1.28908217,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:35.256000-07:00,26.28610611,26.28610611,0.014648661,0.014648661,0.073243305,0.14648661,0.0,25.08400154,25.0693531,0.014648661,1.28908217,0.219729915,0.219729915,1.28908217,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:35.756000-07:00,26.28610611,26.28610611,0.0,0.014648661,0.14648661,0.14648661,0.014648661,25.08400154,25.0693531,0.014648661,1.28908217,0.219729915,0.219729915,1.274433494,24.24902725,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:36.256000-07:00,26.28610611,26.27145767,0.0,0.014648661,0.073243305,0.14648661,0.0,25.08400154,25.08400154,0.0,1.274433494,0.219729915,0.219729915,1.28908217,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:36.757000-07:00,26.27145767,26.28610611,0.014648661,0.029297322,0.073243305,0.073243305,0.0,25.09864998,25.0693531,0.029297322,1.259784818,0.219729915,0.219729915,1.274433494,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:37.257000-07:00,26.28610611,26.28610611,0.0,0.014648661,0.073243305,0.073243305,0.0,25.09864998,25.08400154,0.0,1.259784818,0.29297322,0.219729915,1.259784818,24.24902725,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:37.757000-07:00,26.28610611,26.27145767,0.0,0.014648661,0.073243305,0.073243305,0.0,25.09864998,25.08400154,0.0,1.245136142,0.219729915,0.219729915,1.259784818,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:38.257000-07:00,26.27145767,26.27145767,0.0,0.0,0.073243305,0.073243305,0.0,25.08400154,25.0693531,0.0,1.230487585,0.219729915,0.14648661,1.245136142,24.23437881,24.23437881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:38.757000-07:00,26.28610611,26.28610611,0.0,0.029297322,0.073243305,0.14648661,0.0,25.09864998,25.0693531,0.014648661,1.245136142,0.219729915,0.219729915,1.230487585,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:39.257000-07:00,26.28610611,26.28610611,0.0,0.014648661,0.073243305,0.14648661,0.0,25.09864998,25.08400154,0.014648661,1.230487585,0.219729915,0.219729915,1.230487585,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31 15:17:39.757000-07:00,26.28610611,26.25680923,0.0,0.014648661,0.073243305,0.073243305,0.014648661,25.09864998,25.08400154,0.029297322,1.230487585,0.219729915,0.219729915,1.230487585,24.23437881,24.21973038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
